timestamp,event_type,symbol_pair,side,quantity,entry_price,exit_price,pnl,equity_at_event,event_id
2026-02-12T13:27:55.461529,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-12T13:27:55.461529_PAIR_0
2026-02-12T13:27:55.468894,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-12T13:27:55.468894_PAIR_1
2026-02-12T13:27:55.473796,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-12T13:27:55.473796_PAIR_2
2026-02-12T13:27:55.483236,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-12T13:27:55.483236_PAIR_1
2026-02-12T13:27:55.486744,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-12T13:27:55.486744_PAIR_1
2026-02-12T13:27:55.491796,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-12T13:27:55.491796_PAIR_2
2026-02-12T13:27:55.495687,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-12T13:27:55.495687_PAIR_2
2026-02-12T13:38:14.273979,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-12T13:38:14.273979_PAIR_0
2026-02-12T13:38:14.277809,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-12T13:38:14.277809_PAIR_1
2026-02-12T13:38:14.281049,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-12T13:38:14.281049_PAIR_2
2026-02-12T13:38:14.290436,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-12T13:38:14.290436_PAIR_1
2026-02-12T13:38:14.294032,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-12T13:38:14.294571_PAIR_1
2026-02-12T13:38:14.297755,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-12T13:38:14.297755_PAIR_2
2026-02-12T13:38:14.300855,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-12T13:38:14.300855_PAIR_2
2026-02-12T13:45:06.979904,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-12T13:45:06.979904_PAIR_0
2026-02-12T13:45:06.979904,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-12T13:45:06.979904_PAIR_1
2026-02-12T13:45:06.987219,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-12T13:45:06.987219_PAIR_2
2026-02-12T13:45:06.993765,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-12T13:45:06.993765_PAIR_1
2026-02-12T13:45:06.997301,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-12T13:45:06.997301_PAIR_1
2026-02-12T13:45:06.999878,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-12T13:45:06.999878_PAIR_2
2026-02-12T13:45:07.001905,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-12T13:45:07.001905_PAIR_2
