<<<<<<< HEAD
﻿timestamp,event_type,symbol_pair,side,quantity,entry_price,exit_price,pnl,equity_at_event,event_id
=======
timestamp,event_type,symbol_pair,side,quantity,entry_price,exit_price,pnl,equity_at_event,event_id
>>>>>>> origin/main
2026-02-21T19:52:11.965814,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-21T19:52:11.965820_PAIR_0
2026-02-21T19:52:11.966549,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-21T19:52:11.966554_PAIR_1
2026-02-21T19:52:11.967242,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-21T19:52:11.967245_PAIR_2
2026-02-21T19:52:11.970924,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-21T19:52:11.970928_PAIR_1
2026-02-21T19:52:11.971576,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-21T19:52:11.971581_PAIR_1
2026-02-21T19:52:11.972382,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-21T19:52:11.972386_PAIR_2
2026-02-21T19:52:11.972972,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-21T19:52:11.972977_PAIR_2
2026-02-21T20:47:55.331935,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-21T20:47:55.331941_PAIR_0
2026-02-21T20:47:55.332782,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-21T20:47:55.332785_PAIR_1
2026-02-21T20:47:55.333618,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-21T20:47:55.333621_PAIR_2
2026-02-21T20:47:55.337472,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-21T20:47:55.337476_PAIR_1
2026-02-21T20:47:55.338313,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-21T20:47:55.338321_PAIR_1
2026-02-21T20:47:55.339267,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-21T20:47:55.339270_PAIR_2
2026-02-21T20:47:55.340018,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-21T20:47:55.340023_PAIR_2
2026-02-21T21:37:16.314490,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-21T21:37:16.314495_PAIR_0
2026-02-21T21:37:16.315177,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-21T21:37:16.315181_PAIR_1
2026-02-21T21:37:16.315833,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-21T21:37:16.315846_PAIR_2
2026-02-21T21:37:16.319331,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-21T21:37:16.319334_PAIR_1
2026-02-21T21:37:16.319958,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-21T21:37:16.319962_PAIR_1
2026-02-21T21:37:16.320560,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-21T21:37:16.320563_PAIR_2
2026-02-21T21:37:16.321222,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-21T21:37:16.321227_PAIR_2
2026-02-21T21:58:21.150424,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-21T21:58:21.150430_PAIR_0
2026-02-21T21:58:21.151331,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-21T21:58:21.151336_PAIR_1
2026-02-21T21:58:21.152099,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-21T21:58:21.152102_PAIR_2
2026-02-21T21:58:21.155567,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-21T21:58:21.155570_PAIR_1
2026-02-21T21:58:21.156235,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-21T21:58:21.156240_PAIR_1
2026-02-21T21:58:21.156869,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-21T21:58:21.156872_PAIR_2
2026-02-21T21:58:21.157522,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-21T21:58:21.157526_PAIR_2
