timestamp,event_type,symbol_pair,side,quantity,entry_price,exit_price,pnl,equity_at_event,event_id
2026-03-07T00:42:10.873485,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-03-07T00:42:10.873485_PAIR_0

2026-03-07T00:42:10.883491,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-03-07T00:42:10.883491_PAIR_1

2026-03-07T00:42:10.888585,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-03-07T00:42:10.888585_PAIR_2

2026-03-07T00:42:10.902329,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-03-07T00:42:10.902329_PAIR_1

2026-03-07T00:42:10.906326,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-03-07T00:42:10.906326_PAIR_1

2026-03-07T00:42:10.910047,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-03-07T00:42:10.910047_PAIR_2

2026-03-07T00:42:10.914817,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-03-07T00:42:10.914817_PAIR_2

2026-03-07T12:34:40.241835,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-03-07T12:34:40.241835_PAIR_0

2026-03-07T12:34:40.255925,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-03-07T12:34:40.255925_PAIR_1

2026-03-07T12:34:40.260931,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-03-07T12:34:40.261942_PAIR_2

2026-03-07T12:34:40.272937,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-03-07T12:34:40.272937_PAIR_1

2026-03-07T12:34:40.276969,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-03-07T12:34:40.276969_PAIR_1

2026-03-07T12:34:40.280982,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-03-07T12:34:40.280982_PAIR_2

2026-03-07T12:34:40.284730,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-03-07T12:34:40.284730_PAIR_2

2026-03-07T12:41:20.389039,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-03-07T12:41:20.389039_PAIR_0

2026-03-07T12:41:20.395139,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-03-07T12:41:20.395139_PAIR_1
