timestamp,event_type,symbol_pair,side,quantity,entry_price,exit_price,pnl,equity_at_event,event_id
2026-02-26T16:19:55.870946,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-26T16:19:55.870953_PAIR_0
2026-02-26T16:19:55.871758,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T16:19:55.871763_PAIR_1
2026-02-26T16:19:55.872400,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T16:19:55.872403_PAIR_2
2026-02-26T16:19:55.876597,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T16:19:55.876600_PAIR_1
2026-02-26T16:19:55.877317,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-26T16:19:55.877322_PAIR_1
2026-02-26T16:19:55.878311,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T16:19:55.878315_PAIR_2
2026-02-26T16:19:55.878998,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-26T16:19:55.879003_PAIR_2
2026-02-26T16:22:39.967130,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-26T16:22:39.967137_PAIR_0
2026-02-26T16:22:39.967884,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T16:22:39.967889_PAIR_1
2026-02-26T16:22:39.968474,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T16:22:39.968477_PAIR_2
2026-02-26T16:22:39.972851,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T16:22:39.972855_PAIR_1
2026-02-26T16:22:39.973453,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-26T16:22:39.973458_PAIR_1
2026-02-26T16:22:39.974193,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T16:22:39.974199_PAIR_2
2026-02-26T16:22:39.974976,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-26T16:22:39.974981_PAIR_2
2026-02-26T17:44:02.159427,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-26T17:44:02.159435_PAIR_0
2026-02-26T17:44:02.160439,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T17:44:02.160448_PAIR_1
2026-02-26T17:44:02.161326,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T17:44:02.161332_PAIR_2
2026-02-26T17:44:02.168264,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T17:44:02.168271_PAIR_1
2026-02-26T17:44:02.169306,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-26T17:44:02.169317_PAIR_1
2026-02-26T17:44:02.170354,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T17:44:02.170360_PAIR_2
2026-02-26T17:44:02.171415,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-26T17:44:02.171424_PAIR_2
2026-02-26T18:03:42.282479,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-26T18:03:42.282486_PAIR_0
2026-02-26T18:03:42.283149,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T18:03:42.283155_PAIR_1
2026-02-26T18:03:42.283745,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T18:03:42.283748_PAIR_2
2026-02-26T18:03:42.288171,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T18:03:42.288178_PAIR_1
2026-02-26T18:03:42.289231,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-26T18:03:42.289242_PAIR_1
2026-02-26T18:03:42.290290,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T18:03:42.290295_PAIR_2
2026-02-26T18:03:42.291012,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-26T18:03:42.291017_PAIR_2
2026-02-26T18:06:53.647148,TRADE_ENTRY,PAIR_0,long,10.0,100.0,,,100000.0,2026-02-26T18:06:53.647161_PAIR_0
2026-02-26T18:06:53.648022,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T18:06:53.648028_PAIR_1
2026-02-26T18:06:53.648942,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T18:06:53.648946_PAIR_2
2026-02-26T18:06:53.653493,TRADE_ENTRY,PAIR_1,long,10.0,100.0,,,100000.0,2026-02-26T18:06:53.653497_PAIR_1
2026-02-26T18:06:53.654171,TRADE_EXIT,PAIR_1,,10.0,,95.0,-50.0,100000.0,2026-02-26T18:06:53.654177_PAIR_1
2026-02-26T18:06:53.654785,TRADE_ENTRY,PAIR_2,long,10.0,100.0,,,100000.0,2026-02-26T18:06:53.654788_PAIR_2
2026-02-26T18:06:53.655362,TRADE_EXIT,PAIR_2,,10.0,,98.0,-20.0,100000.0,2026-02-26T18:06:53.655367_PAIR_2
